Wikidata ID,nLab,nLab link,Wikidata Label
Q66707394,countable,https://ncatlab.org/nlab/show/countable,Countably infinite
Q5176824,countable chain condition,https://ncatlab.org/nlab/show/countable+chain+condition,Countable chain condition
Q1000116,countable choice,https://ncatlab.org/nlab/show/countable+choice,Axiom of countable choice
Q4474437,countably tight space,https://ncatlab.org/nlab/show/countably+tight+space,Countably generated space
Q5176952,Counterexamples in Topology,https://ncatlab.org/nlab/show/Counterexamples+in+Topology,Counterexamples in Topology
Q1047702,counterterm,https://ncatlab.org/nlab/show/counterterm,Renormalization
Q5177156,counting quantifier,https://ncatlab.org/nlab/show/counting+quantifier,Counting quantification
Q1193095,coupling constants,https://ncatlab.org/nlab/show/coupling+constants,Coupling constant
Q16747603,Cours d'Analyse,https://ncatlab.org/nlab/show/Cours+d%27Analyse,Cours d'analyse
Q1965801,Course of Theoretical Physics,https://ncatlab.org/nlab/show/Course+of+Theoretical+Physics,Course of Theoretical Physics
Q106068320,coverage,https://ncatlab.org/nlab/show/coverage,Coverage
Q5179248,covering,https://ncatlab.org/nlab/show/covering,Covering
Q5179941,Coxeter number,https://ncatlab.org/nlab/show/Coxeter+number,Coxeter element
Q12794416,CP violation,https://ncatlab.org/nlab/show/CP+violation,CP symmetry
Q407395,cpo,https://ncatlab.org/nlab/show/cpo,Cpo
Q5014001,CR structure,https://ncatlab.org/nlab/show/CR+structure,CR manifold
Q66747124,Craig Gidney,https://ncatlab.org/nlab/show/Craig+Gidney,Craig Laurance Gidney
Q3400399,Craig Roberts,https://ncatlab.org/nlab/show/Craig+Roberts,Craig Roberts
Q1138810,Cramer-Rao inequality,https://ncatlab.org/nlab/show/Cramer-Rao+inequality,Cramer-Rao inequality
Q125353683,CRing,https://ncatlab.org/nlab/show/CRing,Cring
Q127687590,Cristian Ortiz,https://ncatlab.org/nlab/show/Cristian+Ortiz,Cristian Ortiz
Q33198,criticism of string theory,https://ncatlab.org/nlab/show/criticism+of+string+theory,Quantum string theory
Q220002,Critique of Pure Reason,https://ncatlab.org/nlab/show/Critique+of+Pure+Reason,Critique of Pure Reason
Q1408937,crossed homomorphism,https://ncatlab.org/nlab/show/crossed+homomorphism,Group cohomology
Q581094,crossed square,https://ncatlab.org/nlab/show/crossed+square,Antiparallelogram
Q3698676,crossing symmetry,https://ncatlab.org/nlab/show/crossing+symmetry,Crossing (physics)
Q8789,cryptography,https://ncatlab.org/nlab/show/cryptography,CryptologY
Q30704601,crystal,https://ncatlab.org/nlab/show/crystal,Crystal (mathematics)
Q5191404,crystal basis,https://ncatlab.org/nlab/show/crystal+basis,Crystal basis
Q5191431,crystalline site,https://ncatlab.org/nlab/show/crystalline+site,Crystalline cohomology
Q25098845,cubical set,https://ncatlab.org/nlab/show/cubical+set,Cubical set
Q1143841,Cumrun Vafa,https://ncatlab.org/nlab/show/Cumrun+Vafa,Cumrun Vafa
Q1454725,current algebra,https://ncatlab.org/nlab/show/current+algebra,Current algebra
Q331623,Curtis Callan,https://ncatlab.org/nlab/show/Curtis+Callan,Curtis Callan
Q130249272,curved spacetime,https://ncatlab.org/nlab/show/curved+spacetime,Curved spacetime
Q7051413,curving,https://ncatlab.org/nlab/show/curving,Grading curve
Q2400580,cusp form,https://ncatlab.org/nlab/show/cusp+form,Cusp form
Q18400501,cut rule,https://ncatlab.org/nlab/show/cut+rule,Cut rule
Q5058350,CW approximation,https://ncatlab.org/nlab/show/CW+approximation,Cellular approximation theorem
Q939179,cyclic homology,https://ncatlab.org/nlab/show/cyclic+homology,Cyclic homology
Q5198206,cyclic object,https://ncatlab.org/nlab/show/cyclic+object,Cyclic category
Q5198230,cyclic set,https://ncatlab.org/nlab/show/cyclic+set,Cyclic set
Q526401,Cécile DeWitt-Morette,https://ncatlab.org/nlab/show/C%C3%A9cile+DeWitt-Morette,Cécile DeWitt-Morette
Q334065,Cédric Villani,https://ncatlab.org/nlab/show/C%C3%A9dric+Villani,Cédric Villani
Q1767333,César Gómez,https://ncatlab.org/nlab/show/C%C3%A9sar+G%C3%B3mez,César Gómez
Q137880,D-brane,https://ncatlab.org/nlab/show/D-brane,D-brane
Q602556,D-meson,https://ncatlab.org/nlab/show/D-meson,D meson
Q3700189,D-term,https://ncatlab.org/nlab/show/D-term,D-term
Q137880,D0-brane,https://ncatlab.org/nlab/show/D0-brane,D-brane
Q137880,D1-brane,https://ncatlab.org/nlab/show/D1-brane,D-brane
Q137880,D2-brane,https://ncatlab.org/nlab/show/D2-brane,D-brane
Q137880,D3-brane,https://ncatlab.org/nlab/show/D3-brane,D-brane
Q137880,D4-brane,https://ncatlab.org/nlab/show/D4-brane,D-brane
Q295338,D5,https://ncatlab.org/nlab/show/D5,D5
Q355325,D6,https://ncatlab.org/nlab/show/D6,D6
Q137880,D8-brane,https://ncatlab.org/nlab/show/D8-brane,D-brane
Q137880,D9-brane,https://ncatlab.org/nlab/show/D9-brane,D-brane
Q5208525,dagger functor,https://ncatlab.org/nlab/show/dagger+functor,Dagger Categories
Q6634887,Dale Rolfsen,https://ncatlab.org/nlab/show/Dale+Rolfsen,List of prime knots
Q5018533,Dam Thanh Son,https://ncatlab.org/nlab/show/Dam+Thanh+Son,Đàm Thanh Sơn
Q15433396,Dan Abramovich,https://ncatlab.org/nlab/show/Dan+Abramovich,Dan Abramovich
Q102161710,Dan Burghelea,https://ncatlab.org/nlab/show/Dan+Burghelea,Dan Burghelea
Q111236516,Dan Margalit,https://ncatlab.org/nlab/show/Dan+Margalit,Dan Margalit
Q677511,Dan Petersen,https://ncatlab.org/nlab/show/Dan+Petersen,Dan Petersen
Q531090,Dan-Virgil Voiculescu,https://ncatlab.org/nlab/show/Dan-Virgil+Voiculescu,Dan-Virgil Voiculescu
Q49823,Dana Scott,https://ncatlab.org/nlab/show/Dana+Scott,Dana Scott
Q21004792,Daniel Allcock,https://ncatlab.org/nlab/show/Daniel+Allcock,Daniel Allcock
Q5798104,Daniel Altschuler,https://ncatlab.org/nlab/show/Daniel+Altschuler,Daniel R. Altschuler
Q15804490,Daniel Bennequin,https://ncatlab.org/nlab/show/Daniel+Bennequin,Daniel Bennequin
Q15453046,Daniel Bump,https://ncatlab.org/nlab/show/Daniel+Bump,Daniel Bump
Q18620249,Daniel Burrill Ray,https://ncatlab.org/nlab/show/Daniel+Burrill+Ray,Daniel Burrill Ray
Q5217101,Daniel F. Styer,https://ncatlab.org/nlab/show/Daniel+F.+Styer,Daniel F. Styer
Q1159066,Daniel Freed,https://ncatlab.org/nlab/show/Daniel+Freed,Dan Freed
Q1160727,Daniel Freedman,https://ncatlab.org/nlab/show/Daniel+Freedman,Daniel Freedman
Q547346,Daniel Friedan,https://ncatlab.org/nlab/show/Daniel+Friedan,Daniel Friedan
Q5217317,Daniel Gottesman,https://ncatlab.org/nlab/show/Daniel+Gottesman,Daniel Gottesman
Q5217337,Daniel Grayson,https://ncatlab.org/nlab/show/Daniel+Grayson,Daniel Grayson
Q19357403,Daniel Greenberger,https://ncatlab.org/nlab/show/Daniel+Greenberger,Daniel Greenberger
Q58238281,Daniel Harlow,https://ncatlab.org/nlab/show/Daniel+Harlow,Daniel Harlow
Q22250434,Daniel Hooper,https://ncatlab.org/nlab/show/Daniel+Hooper,Daniel Hooper
Q1161188,Daniel Huybrechts,https://ncatlab.org/nlab/show/Daniel+Huybrechts,Daniel Huybrechts
Q820853,Daniel Kahn,https://ncatlab.org/nlab/show/Daniel+Kahn,Daniel Kahn & the Painted Bird
Q284616,Daniel Kan,https://ncatlab.org/nlab/show/Daniel+Kan,Daniel Kan
Q828798,Daniel Kastler,https://ncatlab.org/nlab/show/Daniel+Kastler,Daniel Kastler
Q5217886,Daniel Lazard,https://ncatlab.org/nlab/show/Daniel+Lazard,Daniel Lazard
Q41674242,Daniel Lehmann,https://ncatlab.org/nlab/show/Daniel+Lehmann,Daniel Lehmann
Q121382,Daniel Loss,https://ncatlab.org/nlab/show/Daniel+Loss,Daniel Loss
Q179511,Daniel Miller,https://ncatlab.org/nlab/show/Daniel+Miller,Daniel Miller
Q369658,Daniel Quillen,https://ncatlab.org/nlab/show/Daniel+Quillen,Daniel Quillen
Q20738117,Daniel Schroeder,https://ncatlab.org/nlab/show/Daniel+Schroeder,Daniel R. Schroeder
Q5218915,Daniel Thomas,https://ncatlab.org/nlab/show/Daniel+Thomas,Daniel Thomas
Q5219110,Daniel Wise,https://ncatlab.org/nlab/show/Daniel+Wise,Daniel Wise
Q1163639,Daniele Amati,https://ncatlab.org/nlab/show/Daniele+Amati,Daniele Amati
Q5223546,dark radiation,https://ncatlab.org/nlab/show/dark+radiation,Dark radiation
Q42848,data,https://ncatlab.org/nlab/show/data,Statistical data
Q1988917,data analysis,https://ncatlab.org/nlab/show/data+analysis,Data Analysis
Q8513,database,https://ncatlab.org/nlab/show/database,Database
Q4809258,database theory,https://ncatlab.org/nlab/show/database+theory,Database theory
Q14460179,David A. Cox,https://ncatlab.org/nlab/show/David+A.+Cox,David A. Cox
Q5230671,David Albert,https://ncatlab.org/nlab/show/David+Albert,David Albert
Q122329454,David Ayala,https://ncatlab.org/nlab/show/David+Ayala,David Ayala
Q902568,David Bailey,https://ncatlab.org/nlab/show/David+Bailey,David Bailey
Q1173655,David Barnes,https://ncatlab.org/nlab/show/David+Barnes,David Barnes
Q28100982,David Ben-Zvi,https://ncatlab.org/nlab/show/David+Ben-Zvi,David Ben-Zvi
Q5231332,David Berenstein,https://ncatlab.org/nlab/show/David+Berenstein,David Berenstein
Q5231354,David Berman,https://ncatlab.org/nlab/show/David+Berman,David Berman (musician)
Q310765,David Bohm,https://ncatlab.org/nlab/show/David+Bohm,David Bohm
Q11743767,David Borthwick,https://ncatlab.org/nlab/show/David+Borthwick,David Borthwick
Q30705804,David Brook,https://ncatlab.org/nlab/show/David+Brook,David Brook
Q5231863,David Buchsbaum,https://ncatlab.org/nlab/show/David+Buchsbaum,David Buchsbaum
Q550513,David Carlson,https://ncatlab.org/nlab/show/David+Carlson,David Carlson
Q5232574,David Corfield,https://ncatlab.org/nlab/show/David+Corfield,David Corfield
Q543682,David Deutsch,https://ncatlab.org/nlab/show/David+Deutsch,David Deutsch
Q5233167,David E. Evans,https://ncatlab.org/nlab/show/David+E.+Evans,David E. Evans
Q1174308,David Edwards,https://ncatlab.org/nlab/show/David+Edwards,David Edwards
Q25817,David Eisenbud,https://ncatlab.org/nlab/show/David+Eisenbud,David Eisenbud
Q3017835,David Ellerman,https://ncatlab.org/nlab/show/David+Ellerman,David Ellerman
Q5233409,David Epstein,https://ncatlab.org/nlab/show/David+Epstein,David Epstein
Q2306878,David Fernández,https://ncatlab.org/nlab/show/David+Fern%C3%A1ndez,David Fernandez
Q19879916,David Fried,https://ncatlab.org/nlab/show/David+Fried,David Fried
Q1174507,David Gale,https://ncatlab.org/nlab/show/David+Gale,David Gale
Q5234266,David Goss,https://ncatlab.org/nlab/show/David+Goss,David Goss
Q385100,David Griffiths,https://ncatlab.org/nlab/show/David+Griffiths,David Griffiths
Q40262,David Gross,https://ncatlab.org/nlab/show/David+Gross,David Gross
Q15804790,David Hernandez,https://ncatlab.org/nlab/show/David+Hernandez,David Hernández
Q1174726,David Hestenes,https://ncatlab.org/nlab/show/David+Hestenes,David Hestenes
Q41585,David Hilbert,https://ncatlab.org/nlab/show/David+Hilbert,David Hilbert
Q41555762,David J. Clarke,https://ncatlab.org/nlab/show/David+J.+Clarke,David J. Clarke
Q353985,David Jackson,https://ncatlab.org/nlab/show/David+Jackson,David Jackson
Q1174897,David Jordan,https://ncatlab.org/nlab/show/David+Jordan,David jordan
Q5235771,David Joyce,https://ncatlab.org/nlab/show/David+Joyce,David Joyce
Q1174945,David Kazhdan,https://ncatlab.org/nlab/show/David+Kazhdan,David Kazhdan
Q314652,David Mateos,https://ncatlab.org/nlab/show/David+Mateos,David Mateos
Q5237270,David McAllester,https://ncatlab.org/nlab/show/David+McAllester,David McAllester
Q1959634,David Mermin,https://ncatlab.org/nlab/show/David+Mermin,N. David Mermin
Q5237524,David Merritt,https://ncatlab.org/nlab/show/David+Merritt,David Merritt
Q28076299,David Metzler,https://ncatlab.org/nlab/show/David+Metzler,David E. Metzler
Q5237751,David Morrison,https://ncatlab.org/nlab/show/David+Morrison,David Morrison
Q334021,David Mumford,https://ncatlab.org/nlab/show/David+Mumford,David Mumford
Q92772230,David Nadler,https://ncatlab.org/nlab/show/David+Nadler,David Nadler
Q941923,David Nowak,https://ncatlab.org/nlab/show/David+Nowak,Dawid Nowak
Q382810,David Olive,https://ncatlab.org/nlab/show/David+Olive,David Olive
Q22004074,David P. DiVincenzo,https://ncatlab.org/nlab/show/David+P.+DiVincenzo,David DiVincenzo
Q1659836,David P. Robbins,https://ncatlab.org/nlab/show/David+P.+Robbins,David P. Robbins
Q718654,David Poulin,https://ncatlab.org/nlab/show/David+Poulin,Dave Poulin
Q556025,David Prieto,https://ncatlab.org/nlab/show/David+Prieto,David Prieto
Q431075,David Rees,https://ncatlab.org/nlab/show/David+Rees,David Rees
Q248997,David Ruelle,https://ncatlab.org/nlab/show/David+Ruelle,David Ruelle
Q5239500,David Saunders,https://ncatlab.org/nlab/show/David+Saunders,David Saunders
Q5239508,David Savitt,https://ncatlab.org/nlab/show/David+Savitt,David Savitt
Q5239847,David Skinner,https://ncatlab.org/nlab/show/David+Skinner,David Skinner (disambiguation)
Q744057,David Spergel,https://ncatlab.org/nlab/show/David+Spergel,David Spergel
Q63866129,David Spivak,https://ncatlab.org/nlab/show/David+Spivak,David Spivak
Q26869261,David Tong,https://ncatlab.org/nlab/show/David+Tong,David Tong
Q452576,David van Dantzig,https://ncatlab.org/nlab/show/David+van+Dantzig,David van Dantzig
Q5240610,David Vanderbilt,https://ncatlab.org/nlab/show/David+Vanderbilt,David Vanderbilt
Q470480,David Vogan,https://ncatlab.org/nlab/show/David+Vogan,David Vogan
Q1177053,David Wallace,https://ncatlab.org/nlab/show/David+Wallace,David Wallace
Q823580,David White,https://ncatlab.org/nlab/show/David+White,Davie White
Q337544,David Wiltshire,https://ncatlab.org/nlab/show/David+Wiltshire,David Wilshire
Q1181157,David Wood,https://ncatlab.org/nlab/show/David+Wood,David Wood
Q684849,David Wright,https://ncatlab.org/nlab/show/David+Wright,David Wright
Q1177537,Davide Gaiotto,https://ncatlab.org/nlab/show/Davide+Gaiotto,Davide Gaiotto
Q85755931,Day convolution,https://ncatlab.org/nlab/show/Day+convolution,Day convolution
Q16774861,dcpo,https://ncatlab.org/nlab/show/dcpo,DCPO
Q5244288,de Bruijn indices,https://ncatlab.org/nlab/show/de+Bruijn+indices,De Bruijn index
Q173300,De Morgan duality,https://ncatlab.org/nlab/show/De+Morgan+duality,De Morgan's laws
Q287183,de re and de dicto,https://ncatlab.org/nlab/show/de+re+and+de+dicto,De dicto and de re
Q1179446,de Rham complex,https://ncatlab.org/nlab/show/de+Rham+complex,De Rham cohomology
Q104523466,Dean Rickles,https://ncatlab.org/nlab/show/Dean+Rickles,Dean Rickles
Q931348,Deane Montgomery,https://ncatlab.org/nlab/show/Deane+Montgomery,Deane Montgomery
Q5248723,decalage,https://ncatlab.org/nlab/show/decalage,Decalage
Q5051825,decategorification,https://ncatlab.org/nlab/show/decategorification,Categorification
Q1173442,decidability,https://ncatlab.org/nlab/show/decidability,Decidability
Q5249756,Dedekind completion,https://ncatlab.org/nlab/show/Dedekind+completion,Dedekind completion
Q1182161,Dedekind eta function,https://ncatlab.org/nlab/show/Dedekind+eta+function,Dedekind eta function
Q254347,Dedekind ring,https://ncatlab.org/nlab/show/Dedekind+ring,Dedekind domain
Q3043042,deduction,https://ncatlab.org/nlab/show/deduction,Deduction
Q484284,deductive reasoning,https://ncatlab.org/nlab/show/deductive+reasoning,Deductive logic
Q649732,deductive system,https://ncatlab.org/nlab/show/deductive+system,Logical calculus
Q17008731,deferred measurement principle,https://ncatlab.org/nlab/show/deferred+measurement+principle,Deferred measurement principle
Q5251571,definability,https://ncatlab.org/nlab/show/definability,Definable
Q265469,definite description,https://ncatlab.org/nlab/show/definite+description,Present King of France
Q22348739,definite form,https://ncatlab.org/nlab/show/definite+form,Definite form
Q131143202,deformation quantization,https://ncatlab.org/nlab/show/deformation+quantization,Deformation quantization
Q5251733,defunctionalization,https://ncatlab.org/nlab/show/defunctionalization,Defunctionalization
Q904993,degeneracy pressure,https://ncatlab.org/nlab/show/degeneracy+pressure,Degeneracy pressure
Q334045,Deligne conjecture,https://ncatlab.org/nlab/show/Deligne+conjecture,Pierre Deligne
Q334045,Deligne tensor product of abelian categories,https://ncatlab.org/nlab/show/Deligne+tensor+product+of+abelian+categories,Pierre Deligne
Q5254536,delta-functor,https://ncatlab.org/nlab/show/delta-functor,Delta-functor
Q41980,Democritus,https://ncatlab.org/nlab/show/Democritus,Democritus
Q5256755,dendroidal set,https://ncatlab.org/nlab/show/dendroidal+set,Dendroidal set
Q2296424,Denis Auroux,https://ncatlab.org/nlab/show/Denis+Auroux,Denis Auroux
Q448,Denis Diderot,https://ncatlab.org/nlab/show/Denis+Diderot,Denis Diderot
Q3022849,Denis O'Brien,https://ncatlab.org/nlab/show/Denis+O%27Brien,Denis O'Brien
