Wikidata ID,PlanetMath,PlanetMath link,Wikidata Label
Q7037178,nilpotent cone,http://planetmath.org/nilpotentcone,Nilpotent cone
Q650670,nilpotent transformation,http://planetmath.org/nilpotenttransformation,Nilpotent matrix
Q7037182,nilradical,http://planetmath.org/nilradical,Nilradical
Q7037182,nilradical,http://planetmath.org/nilradical1,Nilradical
Q32399,Nina Bari,http://planetmath.org/ninabari,Nina Bari
Q3342676,noetherian,http://planetmath.org/noetherian,Noetherian
Q5379147,nonahedron,http://planetmath.org/nonahedron,Enneahedron
Q2746792,noncommutative geometry,http://planetmath.org/noncommutativegeometry,Noncommutative geometry
Q7049229,noncommutative topology,http://planetmath.org/noncommutativetopology,Noncommutative topology
Q8214677,non-degenerate bilinear form,http://planetmath.org/nondegeneratebilinearform,Degenerate bilinear form
Q233858,non-Euclidean geometry,http://planetmath.org/noneuclideangeometry,Non-euclidean geometries
Q176244,non-generator,http://planetmath.org/nongenerator,Frattini subgroup
Q7524253,nonsingular variety,http://planetmath.org/nonsingularvariety,Singular point of an algebraic variety
Q2506703,nonwandering set,http://planetmath.org/nonwanderingset,Wandering set
Q2912993,normal equations,http://planetmath.org/normalequations,Ordinary least squares
Q1755242,normalizer condition,http://planetmath.org/normalizercondition,Nilpotent group
Q548536,normal order,http://planetmath.org/normalorder,Normal order
Q18354546,normal section,http://planetmath.org/normalsection,Normal section
Q7051829,normal variety,http://planetmath.org/normalvariety,Normal scheme
Q858684,not a number,http://planetmath.org/notanumber,NaN
Q783507,nowhere differentiable,http://planetmath.org/nowheredifferentiable,Differentiability
Q2269249,n-system,http://planetmath.org/nsystem,Semiprime ring
Q17093245,N-Topological Spaces,http://planetmath.org/ntopologicalspaces,N-topological space
Q12510,n-torus,http://planetmath.org/ntorus,Torus
Q13905721,nullcline,http://planetmath.org/nullcline,Nullcline
Q15838314,null graph,http://planetmath.org/nullgraph,Null graph
Q746083,nullhomotopic map,http://planetmath.org/nullhomotopicmap,Homotopy
Q15838314,null tree,http://planetmath.org/nulltree,Null graph
Q5935,NUMB3RS,http://planetmath.org/numb3rs,Numbers (TV series)
Q616608,number field,http://planetmath.org/numberfield,Number field
Q12479,number theory,http://planetmath.org/numbertheory,Number theory
Q734737,NURBS curve,http://planetmath.org/nurbscurve,Nurbs
Q734737,NURBS surface,http://planetmath.org/nurbssurface,Nurbs
Q1486643,oblong number,http://planetmath.org/oblongnumber,Pronic number
Q7075607,obvious,http://planetmath.org/obvious,Obvious
Q7075607,obvious,http://planetmath.org/obvious,Obvious
Q450269,Olga Ladyzhenskaya,http://planetmath.org/olgaladyzhenskaya,Olga Ladyzhenskaya
Q457680,Olga Oleinik,http://planetmath.org/olgaoleinik,Olga Oleinik
Q1825444,omega limit set,http://planetmath.org/omegalimitset1,Limit set
Q7072039,o-minimality,http://planetmath.org/ominimality,O-minimal
Q721026,one hundred sixty-three,http://planetmath.org/onehundredsixtythree,163 (number)
Q1308481,one-parameter subgroup,http://planetmath.org/oneparametersubgroup,One-parameter group
Q4370927,one-sided derivatives,http://planetmath.org/onesidedderivatives,Semidifferentiability
Q728415,On-Line Encyclopedia of Integer Sequences,http://planetmath.org/onlineencyclopediaofintegersequences,On-Line Encyclopedia of Integer Sequences
Q728415,On-Line Encyclopedia of Integer Sequences,http://planetmath.org/onlineencyclopediaofintegersequences,On-Line Encyclopedia of Integer Sequences
Q2632649,open mapping,http://planetmath.org/openmapping,Open and closed maps
Q1321906,Open problems,http://planetmath.org/openproblems,Open problems
Q1321906,open question,http://planetmath.org/openquestion,Open problems
Q1321906,open question,http://planetmath.org/openquestion,Open problems
Q2026614,operator topologies,http://planetmath.org/operatortopologies,Operator topologies
Q2361385,opposite,http://planetmath.org/opposite,Dual (category theory)
Q43260,order and degree of polynomial,http://planetmath.org/orderanddegreeofpolynomial,Polynomial
Q7100712,ordered geometry,http://planetmath.org/orderedgeometry,Ordered geometry
Q96397674,ordered topological vector space,http://planetmath.org/orderedtopologicalvectorspace,Ordered topological vector space
Q272735,ordered tree,http://planetmath.org/orderedtree,Tree (graph theory)
Q1656686,order ideal,http://planetmath.org/orderideal,Order ideal
Q845118,order of operations,http://planetmath.org/orderofoperations,Order of operations
Q845118,order of operations,http://planetmath.org/orderofoperations,Order of operations
Q899731,order of vanishing,http://planetmath.org/orderofvanishing,Zeros and poles
Q194404,order-preserving map,http://planetmath.org/orderpreservingmap,Monotonic function
Q1767128,order statistics,http://planetmath.org/orderstatistics,Order statistic
Q1142215,ordinal arithmetic,http://planetmath.org/ordinalarithmetic,Ordinal arithmetic
Q1321469,ordinal space,http://planetmath.org/ordinalspace,Order topology
Q986499,Ore domain,http://planetmath.org/oredomain,Ore condition
Q60679,Ore number,http://planetmath.org/orenumber,Harmonic divisor number
Q2546666,oriented cobordism,http://planetmath.org/orientedcobordism,Bordism
Q114044192,orthogonal,http://planetmath.org/orthogonal,Orthogonality (mathematics)
Q120207354,orthogonal circles,http://planetmath.org/orthogonalcircles,Orthogonal circles
Q600043,orthogonality relations,http://planetmath.org/orthogonalityrelations,Character theory
Q615342,orthogonal Latin squares,http://planetmath.org/orthogonallatinsquares,Mutually orthogonal Latin squares
Q333871,orthogonal matrices,http://planetmath.org/orthogonalmatrices,Orthogonal matrix
Q214159,orthogonal vectors,http://planetmath.org/orthogonalvectors,Inner product space
Q5156434,orthomodular lattice,http://planetmath.org/orthomodularlattice,Relatively complemented lattice
Q60895,Otto Hölder,http://planetmath.org/ottoholder,Otto Hölder
Q7113618,overdetermined,http://planetmath.org/overdetermined,Overdetermined
Q7113620,overdispersion,http://planetmath.org/overdispersion,Overdispersion
Q845036,overload,http://planetmath.org/overload,Overload
Q16897827,overring,http://planetmath.org/overring,Overring
Q329846,Øystein Ore,http://planetmath.org/oysteinore,Øystein Ore
Q208029,PA,http://planetmath.org/pa,Pa
Q5199067,p-adic cyclotomic character,http://planetmath.org/padiccyclotomiccharacter,Cyclotomic character
Q311627,p-adic integers,http://planetmath.org/padicintegers,P-adic number
Q1227702,p-adic regulator,http://planetmath.org/padicregulator,Dirichlet's unit theorem
Q215382,pairwise disjoint,http://planetmath.org/pairwisedisjoint,Disjoint sets
Q970119,paracompact topological space,http://planetmath.org/paracompacttopologicalspace,Paracompact space
Q53875,parallel lines in hyperbolic geometry,http://planetmath.org/parallellinesinhyperbolicgeometry,Parallel (geometry)
Q1413083,parametre,http://planetmath.org/parametre,Parameter
Q1413083,parametre,http://planetmath.org/parametre,Parameter
Q1413083,parametric operator,http://planetmath.org/parametricoperator,Parameter
Q223655,parent node (in a tree),http://planetmath.org/parentnodeinatree,Child node
Q36829,Pareto dominant,http://planetmath.org/paretodominant,Pareto efficiency
Q944238,Parseval equality,http://planetmath.org/parsevalequality,Parseval's identity
Q431617,partial fractions,http://planetmath.org/partialfractions,Partial fractions in integration
Q904849,partial isometry,http://planetmath.org/partialisometry,Partial isometry
Q1756942,partial mapping,http://planetmath.org/partialmapping,Partial function
Q884772,partitioned matrix,http://planetmath.org/partitionedmatrix,Block matrix
Q381060,partition lattice,http://planetmath.org/partitionlattice,Partition of a set
Q7141739,Pascal matrix,http://planetmath.org/pascalmatrix,Pascal matrix
Q177051,Pascal’s triangle,http://planetmath.org/pascalstriangle,Pascal's triangle
Q1491995,path component,http://planetmath.org/pathcomponent,Connected space
Q7144651,path integral,http://planetmath.org/pathintegral,Path integral
Q574603,Paul-André Meyer,http://planetmath.org/paulandremeyer,Paul-André Meyer
Q84227,Paul Ehrenfest,http://planetmath.org/paulehrenfest,Paul Ehrenfest
Q842755,Peano arithmetic,http://planetmath.org/peanoarithmetic,Peano postulates
Q567843,Peano space,http://planetmath.org/peanospace,Space-filling curve
Q468614,Pelageya Polubarinova-Kochina,http://planetmath.org/pelageyapolubarinovakochina,Pelageya Polubarinova-Kochina
Q15736718,pencil of conics,http://planetmath.org/pencilofconics,Pencil (geometry)
Q806350,pentadiagonal matrix,http://planetmath.org/pentadiagonalmatrix,Bandwidth (matrix theory)
Q1970635,perfect code,http://planetmath.org/perfectcode,Hamming bound
Q7168097,perfect ruler,http://planetmath.org/perfectruler,Perfect ruler
Q184743,periodic functions,http://planetmath.org/periodicfunctions,Periodic function
Q1551033,periodic group,http://planetmath.org/periodicgroup,Torsion group
Q19596444,permutable congruences,http://planetmath.org/permutablecongruences,Congruence-permutable algebra
Q18085712,permutation model,http://planetmath.org/permutationmodel,Permutation model
Q7169371,permutation pattern,http://planetmath.org/permutationpattern,Patern-avoiding permutation
Q60792472,permutation representation,http://planetmath.org/permutationrepresentation,Permutation representation
Q599093,Perrin pseudoprime,http://planetmath.org/perrinpseudoprime,Perrin pseudoprime
Q599093,Perrin sequence,http://planetmath.org/perrinsequence,Perrin pseudoprime
Q1900281,perspective drawing,http://planetmath.org/perspectivedrawing,Foreshortening
Q7178199,Petersen theorem,http://planetmath.org/petersentheorem,Petersen's theorem
Q13471665,physical vector,http://planetmath.org/physicalvector,Vector (physics)
Q247172,PID,http://planetmath.org/pid,PID
Q2037833,piecewise,http://planetmath.org/piecewise,Definition by cases
Q2037833,piecewise smooth,http://planetmath.org/piecewisesmooth,Definition by cases
Q75655,Pierre de Fermat,http://planetmath.org/pierredefermat,Fermat
Q279892,Pietro Cataldi,http://planetmath.org/pietrocataldi,Pietro Cataldi
Q1188064,Pietro Mengoli,http://planetmath.org/pietromengoli,Pietro Mengoli
Q109984947,pivoting,http://planetmath.org/pivoting,Pivoting
Q1130535,PlanetMath,http://planetmath.org/planetmath,PlanetMath
Q2345603,plastic constant,http://planetmath.org/plasticconstant,Plastic ratio
Q7205562,pluripolar set,http://planetmath.org/pluripolarset,Pluripolar set
Q2462350,p-morphism,http://planetmath.org/pmorphism,Kripke semantics
Q1014878,Poincaré 1-form,http://planetmath.org/poincare1form,Tautological one-form
Q2617832,Poincaré disc model,http://planetmath.org/poincarediscmodel,Poincaré disk
Q1419329,pointed topological space,http://planetmath.org/pointedtopologicalspace,Pointed space
Q7207903,point-finite,http://planetmath.org/pointfinite,Point-finite collection
Q3760350,point-free geometry,http://planetmath.org/pointfreegeometry,Whitehead's point-free geometry
Q122391649,pointwise,http://planetmath.org/pointwise,Pointwise product
Q7208504,Poisson ring,http://planetmath.org/poissonring,Poisson ring
Q2101158,polar decomposition,http://planetmath.org/polardecomposition,Polar decomposition
Q1804892,polarity,http://planetmath.org/polarity,Polarity (physics)
Q1207972,Polish group,http://planetmath.org/polishgroup,Polish space
Q214510,Polish notation,http://planetmath.org/polishnotation,Polish notation
Q7226119,polyadic algebra,http://planetmath.org/polyadicalgebra,Polyadic algebra
Q5073749,Pólya-Vinogradov inequality,http://planetmath.org/polyavinogradovinequality,Character sum
Q836100,polydivisible number,http://planetmath.org/polydivisiblenumber,Polydivisible number
Q7226530,polymatroid,http://planetmath.org/polymatroid,Polymatroid
Q1625064,polynomial functional calculus,http://planetmath.org/polynomialfunctionalcalculus,Holomorphic functional calculus
Q2103021,polynomial hierarchy,http://planetmath.org/polynomialhierarchy,Polynomial hierarchy
Q7226641,polynomial identity algebra,http://planetmath.org/polynomialidentityalgebra,Polynomial identity ring
Q1068675,polynomial long division,http://planetmath.org/polynomiallongdivision,Polynomial long division
Q1144819,polyomino,http://planetmath.org/polyomino,Polyomino
Q1703597,polyrectangle,http://planetmath.org/polyrectangle,Peano–Jordan measure
Q649616,pons asinorum,http://planetmath.org/ponsasinorum,Pons asinorum
Q474715,poset,http://planetmath.org/poset,PartialOrderedSet
Q125661266,positive cone,http://planetmath.org/positivecone,Positive cone
Q7233276,positive definite,http://planetmath.org/positivedefinite,Positive-definite
Q1182685,positive definite form,http://planetmath.org/positivedefiniteform,Negative semidefinite
Q534131,positive root,http://planetmath.org/positiveroot,Root system
Q7233290,positive semidefinite,http://planetmath.org/positivesemidefinite,Positive semidefinite
Q7233290,positive semidefinite,http://planetmath.org/positivesemidefinite1,Positive semidefinite
Q1154848,potential theory,http://planetmath.org/potentialtheory,Potential theory
Q13846433,"(p,q) shuffle",http://planetmath.org/pqshuffle,"(p,q) shuffle"
Q906302,praeclarum theorema,http://planetmath.org/praeclarumtheorema,Laws of Form
Q7243047,Pratt certificate,http://planetmath.org/prattcertificate,Pratt primality certificate
Q7239566,precompact set,http://planetmath.org/precompactset,Pre-compact
Q3149511,predicativism,http://planetmath.org/predicativism,Impredicativity
Q4376555,pre-order,http://planetmath.org/preorder,Pre-order incentive
Q187520,prescisive abstraction,http://planetmath.org/prescisiveabstraction,Charles Sanders Peirce
Q7432871,primal element,http://planetmath.org/primalelement,Schreier domain
Q49008,primality,http://planetmath.org/primality,Prime number
Q829546,primality testing,http://planetmath.org/primalitytesting,Primality test
Q1377044,prime difference function,http://planetmath.org/primedifferencefunction,Prime desert
Q1377044,prime gap,http://planetmath.org/primegap,Prime desert
Q1343972,prime harmonic series,http://planetmath.org/primeharmonicseries,Divergence of the sum of the reciprocals of the primes
Q3360437,Prime Pages,http://planetmath.org/primepages,PrimePages
Q1199022,prime radical,http://planetmath.org/primeradical,Radical of an ideal
Q1154351,prime spectrum,http://planetmath.org/primespectrum,Spectrum of a ring
Q836088,prime subfield,http://planetmath.org/primesubfield,Characteristic (algebra)
Q2110114,primitive,http://planetmath.org/primitive,Primitive
Q7243585,primitive root,http://planetmath.org/primitiveroot,Primitive root
Q2067166,primitive semiperfect number,http://planetmath.org/primitivesemiperfectnumber,Semiperfect number
Q2873,principal components analysis,http://planetmath.org/principalcomponentsanalysis,Principal component analysis
Q1757451,prismatoid,http://planetmath.org/prismatoid,Prismatoid
Q3333679,probabilistic method,http://planetmath.org/probabilisticmethod,Probabilistic method
Q3333679,probabilistic proof,http://planetmath.org/probabilisticproof,Probabilistic method
Q3333679,probabilistic proof,http://planetmath.org/probabilisticproof,Probabilistic method
Q20736000,probability distribution function,http://planetmath.org/probabilitydistributionfunction,Probability distribution function
Q104752,probability that two positive integers are relatively prime,http://planetmath.org/probabilitythattwopositiveintegersarerelativelyprime,Coprime integers
Q1428923,procyclic group,http://planetmath.org/procyclicgroup,Profinite group
Q44649,product of ideals,http://planetmath.org/productofideals,Ideal (ring theory)
Q1428923,profinite completion,http://planetmath.org/profinitecompletion,Profinite group
Q7248844,progressive function,http://planetmath.org/progressivefunction,Regressive function
Q7248882,progressively measurable process,http://planetmath.org/progressivelymeasurableprocess,Progressively measurable process
Q7249465,projective cover,http://planetmath.org/projectivecover,Projective cover
Q3554818,projective curve,http://planetmath.org/projectivecurve,Projective variety
Q942423,projective dimension,http://planetmath.org/projectivedimension,Projective module
Q177409,projective geometry,http://planetmath.org/projectivegeometry,Projective geometry
Q2112483,projective resolution,http://planetmath.org/projectiveresolution,Injective resolution
Q3554818,projective variety,http://planetmath.org/projectivevariety,Projective variety
Q2112539,projectivity,http://planetmath.org/projectivity,Projective transformation
Q2256541,proper cone,http://planetmath.org/propercone,Cone (linear algebra)
Q466109,proper subgroup,http://planetmath.org/propersubgroup,SubGroup
Q269878,properties of O and o,http://planetmath.org/propertiesofoando,Landau symbol
Q3407588,property B,http://planetmath.org/propertyb,Property B
Q200694,propositional calculus,http://planetmath.org/propositionalcalculus,Propositional calculus
Q200694,propositional logic,http://planetmath.org/propositionallogic,Propositional calculus
Q2257608,Prosthaphaeresis formulas,http://planetmath.org/prosthaphaeresisformulas,Prosthaphaeresis
Q1477120,Prouhet-Thue-Morse sequence,http://planetmath.org/prouhetthuemorsesequence,Thue–Morse sequence
Q2894873,Prüfer ring,http://planetmath.org/pruferring,Prüfer ring
Q18345290,pseudocomplement,http://planetmath.org/pseudocomplement,Pseudocomplement
Q7254693,pseudoconvex,http://planetmath.org/pseudoconvex,Pseudoconvexity
Q370634,pseudoinverse,http://planetmath.org/pseudoinverse,Pseudo inverse
Q2115856,pseudorandom,http://planetmath.org/pseudorandom,Pseudorandomness
Q2115856,pseudorandom numbers,http://planetmath.org/pseudorandomnumbers,Pseudorandomness
Q1057919,p-subgroup,http://planetmath.org/psubgroup,Sylow theorems
Q1033930,p test,http://planetmath.org/ptest,Psychopathy Checklist
Q5192244,pure cubic field,http://planetmath.org/purecubicfield,Cubic field
Q8014735,Putnam Competition,http://planetmath.org/putnamcompetition,William Lowell Putnam Mathematical Competition
Q208225,Pythagorean triangle,http://planetmath.org/pythagoreantriangle,Pythagorean triple
Q208225,Pythagorean triplet,http://planetmath.org/pythagoreantriplet,Pythagorean triple
Q748339,quadratic character of 2,http://planetmath.org/quadraticcharacterof2,Legendre symbol
Q7268376,quadratic closure,http://planetmath.org/quadraticclosure,Quadratically closed field
Q878259,quadratic congruence,http://planetmath.org/quadraticcongruence,Quadratic residue
Q1783502,quadratic convergence,http://planetmath.org/quadraticconvergence,Rate of convergence
Q5156597,quadratic map,http://planetmath.org/quadraticmap,Quadratic map
Q1151850,quadratic sieve,http://planetmath.org/quadraticsieve,Quadratic sieve
Q7268374,quadratic variation,http://planetmath.org/quadraticvariation,Quadratic variation
Q576422,quadrature,http://planetmath.org/quadrature,Quadrature (geometry)
Q7279807,quandles,http://planetmath.org/quandles,Racks and quandles
Q398075,quantization,http://planetmath.org/quantization,Quantization
Q234881,quantum electrodynamics,http://planetmath.org/quantumelectrodynamics,Quantum electrodynamics
Q2122223,quantum groups,http://planetmath.org/quantumgroups,Quantum group
Q11420049,quartic formula,http://planetmath.org/quarticformula,Quartic function
Q7269488,quasicircle,http://planetmath.org/quasicircle,Quasicircle
Q865967,quasicomponent,http://planetmath.org/quasicomponent,Locally connected
Q380576,quasiconformal mapping,http://planetmath.org/quasiconformalmapping,Quasiconformal mapping
Q2281199,quasicyclic group,http://planetmath.org/quasicyclicgroup,Quasicyclic group
Q7269449,quasi-finite morphism,http://planetmath.org/quasifinitemorphism,Quasi-finite morphism
Q180953,quasimetric space,http://planetmath.org/quasimetricspace,Distance function
Q5931208,quasipositive matrix,http://planetmath.org/quasipositivematrix,Metzler matrix
Q33680,radian,http://planetmath.org/radian,Radian
Q2125795,radical theory,http://planetmath.org/radicaltheory,Radical theory
Q1441456,Ramanujan sum,http://planetmath.org/ramanujansum,Ramanujan's sum
Q3535240,Ramanujan tau function,http://planetmath.org/ramanujantaufunction,Ramanujan's tau function
Q225527,ramification index,http://planetmath.org/ramificationindex,Ramification (mathematics)
Q918099,Ramsey numbers,http://planetmath.org/ramseynumbers,Ramsey's theorem
Q10290214,random event,http://planetmath.org/randomevent,Event (probability theory)
Q1823781,random numbers,http://planetmath.org/randomnumbers,Random number
Q1191836,random Turing machine,http://planetmath.org/randomturingmachine,Probabilistic Turing machine
Q852733,range voting,http://planetmath.org/rangevoting,Score voting
Q2912114,rank (Lie algebra),http://planetmath.org/rankliealgebra,Cartan algebra
Q656784,rank of a matrix,http://planetmath.org/rankofamatrix,Rank (linear algebra)
Q7295782,rational set,http://planetmath.org/rationalset,Rational set
Q18882748,ray class field,http://planetmath.org/rayclassfield,Ray class group
Q18882748,ray class group,http://planetmath.org/rayclassgroup,Ray class group
Q340145,real and complex embeddings,http://planetmath.org/realandcomplexembeddings,Tensor product of fields
Q7301156,real form,http://planetmath.org/realform,Real form
Q861681,real function,http://planetmath.org/realfunction,Real Function
Q3010607,recession cone,http://planetmath.org/recessioncone,Recession cone
Q670036,rectifiable curve,http://planetmath.org/rectifiablecurve,Rectifiable curve
Q7303259,recurrent point,http://planetmath.org/recurrentpoint,Recurrent point
Q506496,red-black tree,http://planetmath.org/redblacktree,Red–black tree
Q6423024,reduced ring,http://planetmath.org/reducedring,Reduced ring
Q10944557,reduced word,http://planetmath.org/reducedword,Word (mathematics)
Q14402006,reductio ad absurdum,http://planetmath.org/reductioadabsurdum,Reductio ad absurdam
Q5511959,reduction of structure group,http://planetmath.org/reductionofstructuregroup,Reduction of the structure group of a bundle
Q225229,reductive,http://planetmath.org/reductive,Reduction
Q7827210,reflexive module,http://planetmath.org/reflexivemodule,Torsionless module
Q332648,regular covering,http://planetmath.org/regularcovering,Universal cover
Q7309598,regular element of a Lie algebra,http://planetmath.org/regularelementofaliealgebra,Regular element of a Lie algebra
Q185612,regular expression,http://planetmath.org/regularexpression,Regular expression
Q752532,regular language,http://planetmath.org/regularlanguage,Regular language
Q2358888,regularly open,http://planetmath.org/regularlyopen,Glossary of general topology
Q3022119,regular semigroup,http://planetmath.org/regularsemigroup,Regular semigroup
Q157002,regular triangle,http://planetmath.org/regulartriangle,Equilateral triangle
Q7310478,Reisner Papyrus,http://planetmath.org/reisnerpapyrus,Reisner Papyrus
Q2795123,relation composition,http://planetmath.org/relationcomposition,Composition of relations
Q7310697,relation construction,http://planetmath.org/relationconstruction,Relation construction
Q242767,relative complement,http://planetmath.org/relativecomplement,Set theoretic complement
Q2142501,relative interior,http://planetmath.org/relativeinterior,Relative interior
Q3993517,relatively prime integer topology,http://planetmath.org/relativelyprimeintegertopology,Prime integer topology
Q170198,remainder term,http://planetmath.org/remainderterm,Series (mathematics)
Q3457759,residue at infinity,http://planetmath.org/residueatinfinity,Residue at infinity
Q1426722,resolvent matrix,http://planetmath.org/resolventmatrix,Resolvent formalism
Q7316304,restricted direct product,http://planetmath.org/restricteddirectproduct,Restricted product
Q1308999,restriction of a function,http://planetmath.org/restrictionofafunction,Function restriction
Q379695,reverse Polish notation,http://planetmath.org/reversepolishnotation,Reverse Polish notation
Q213540,Rhind Mathematical Papyrus,http://planetmath.org/rhindmathematicalpapyrus,Ah'mose Papyrus
Q10364247,rhomboid,http://planetmath.org/rhomboid,Rhomboid
Q41159,rhombus,http://planetmath.org/rhombus,Rhombus
Q1195879,Ricci tensor,http://planetmath.org/riccitensor,Ricci-curvature
Q39246,Richard Feynman,http://planetmath.org/richardfeynman,Richard Feynman
Q1265759,Richard Stanley,http://planetmath.org/richardstanley,Richard Stanley
Q855112,Riemann curvature tensor,http://planetmath.org/riemanncurvaturetensor,Riemann curvature tensor
Q844937,Riemann multiple integral,http://planetmath.org/riemannmultipleintegral,Double integral
Q379048,Riemann-Roch theorem for curves,http://planetmath.org/riemannrochtheoremforcurves,Riemann–Roch theorem
Q4075274,Riesz sequence,http://planetmath.org/rieszsequence,Riesz sequence
Q1333055,rig,http://planetmath.org/rig,Rig (algebra)
Q1366301,right hand rule,http://planetmath.org/righthandrule,Right-handed rule
Q46303,right trapezoid,http://planetmath.org/righttrapezoid,Trapezoid
Q403326,rigid,http://planetmath.org/rigid,Rigidity
Q403326,rigid,http://planetmath.org/rigid,Rigidity
Q2896709,ring of endomorphisms,http://planetmath.org/ringofendomorphisms,Endomorphism ring
Q7342689,Robert Calderbank,http://planetmath.org/robertcalderbank,Robert Calderbank
Q540981,Rolf Nevanlinna,http://planetmath.org/rolfnevanlinna,Rolf Nevanlinna
Q38918,Roman numerals,http://planetmath.org/romannumerals,Roman number system
Q712620,Ronald Graham,http://planetmath.org/ronaldgraham,Ronald Graham
Q1228885,root-discriminant,http://planetmath.org/rootdiscriminant,Discriminant of an algebraic number field
Q534131,root lattice,http://planetmath.org/rootlattice,Root system
Q7371197,round function,http://planetmath.org/roundfunction,Round function
Q2658,row reduction,http://planetmath.org/rowreduction,Gaussian elimination
Q453518,Rózsa Péter,http://planetmath.org/rozsapeter,Rózsa Péter
Q229316,RSA,http://planetmath.org/rsa,RSA
Q2797,run-length encoding,http://planetmath.org/runlengthencoding,Run-length encoding
Q33401,Russell’s paradox,http://planetmath.org/russellsparadox,Russell's paradox
Q4078203,Ruth Bari,http://planetmath.org/ruthbari,Ruth Aaronson Bari
Q450409,Ruth Lawrence,http://planetmath.org/ruthlawrence,Ruth Lawrence
Q91649,Ruth Moufang,http://planetmath.org/ruthmoufang,Ruth Moufang
Q138224,Saccheri quadrilateral,http://planetmath.org/saccheriquadrilateral,Khayyam-Saccheri quadrilateral
Q3672830,Sarah Flannery,http://planetmath.org/sarahflannery,Sarah Flannery
Q4055684,satisfaction relation,http://planetmath.org/satisfactionrelation,First-order logic
Q7426587,saturate,http://planetmath.org/saturate,Saturation (graph theory)
Q220395,saturated,http://planetmath.org/saturated,Saturated
Q857089,schlicht functions,http://planetmath.org/schlichtfunctions,De Branges's theorem
Q550609,Schock Prize,http://planetmath.org/schockprize,Rolf Schock Prizes
Q1259814,Schreier index formula,http://planetmath.org/schreierindexformula,Nielsen-Schreier theorem
Q1033910,Schröder-Bernstein theorem,http://planetmath.org/schroderbernsteintheorem,Schroeder-Bernstein theorem
Q769569,Schwarz-Christoffel transformation,http://planetmath.org/schwarzchristoffeltransformation,Schwarz–Christoffel mapping
Q2933722,scientific calculator,http://planetmath.org/scientificcalculator,Scientific calculator
Q219142,scientific notation,http://planetmath.org/scientificnotation,Scientific notation
Q7435318,score function,http://planetmath.org/scorefunction,Score function
Q895815,Scott continuous,http://planetmath.org/scottcontinuous,Scott-continuous
Q895815,Scott topology,http://planetmath.org/scotttopology,Scott-continuous
Q621673,search tree,http://planetmath.org/searchtree,Search tree
Q233220,second fundamental form,http://planetmath.org/secondfundamentalform,Second fundamental form
Q11703678,section of a fiber bundle,http://planetmath.org/sectionofafiberbundle,Section (fiber bundle)
Q2133887,section of a group,http://planetmath.org/sectionofagroup,Subquotient
Q203435,sector of a circle,http://planetmath.org/sectorofacircle,Octant (plane geometry)
Q3392521,Segre map,http://planetmath.org/segremap,Segre embedding
Q7447793,selector,http://planetmath.org/selector,Selector
Q6500908,self-adjoint operator,http://planetmath.org/selfadjointoperator,Hermitian operator
Q1755512,self-dual,http://planetmath.org/selfdual,Duality (mathematics)
Q906766,self-reducible,http://planetmath.org/selfreducible,Function problem
Q955072,semicontinuous,http://planetmath.org/semicontinuous1,Semi-continuity
Q3022116,semigroup of transformations,http://planetmath.org/semigroupoftransformations,Transformation semi-group
Q2269045,semi-inner product,http://planetmath.org/semiinnerproduct,L-semi-inner product
Q2269145,semilinear transformation,http://planetmath.org/semilineartransformation,Semilinear map
Q7449310,semilocally simply connected,http://planetmath.org/semilocallysimplyconnected,Semi-locally simply connected
Q180953,semimetric,http://planetmath.org/semimetric,Distance function
Q2067166,semiperfect number,http://planetmath.org/semiperfectnumber,Semiperfect number
Q2269249,semiprime ideal,http://planetmath.org/semiprimeideal,Semiprime ring
Q1378504,semi-Thue system,http://planetmath.org/semithuesystem,String rewriting
Q107472979,sense-preserving mapping,http://planetmath.org/sensepreservingmapping,Orientation (vector space)
Q680081,separable,http://planetmath.org/separable,Separable space
Q1140985,separation axioms,http://planetmath.org/separationaxioms,Tychonoff separation axioms
Q913323,separation of variables,http://planetmath.org/separationofvariables,Separation of variables
Q843632,sequent,http://planetmath.org/sequent,Sequent
Q2740469,sequentially continuous,http://planetmath.org/sequentiallycontinuous,Sequentially continuous
Q947922,Serret-Frenet equations,http://planetmath.org/serretfrenetequations,Binormal
Q1046569,seven-segment display,http://planetmath.org/sevensegmentdisplay,Seven segment display
Q1046569,seven-segment display,http://planetmath.org/sevensegmentdisplay,Seven segment display
Q1146690,Seventeen or Bust,http://planetmath.org/seventeenorbust,Seventeen or Bust
Q2052951,several complex variables,http://planetmath.org/severalcomplexvariables,Function of several complex variables
Q2083446,sextic equation,http://planetmath.org/sexticequation,Sextic
Q17104164,Shanks-Tonelli algorithm,http://planetmath.org/shankstonellialgorithm,Tonelli–Shanks algorithm
Q288465,sharply multiply transitive,http://planetmath.org/sharplymultiplytransitive,Group action
Q719812,Sheila Scott Macintyre,http://planetmath.org/sheilascottmacintyre,Sheila Scott Macintyre
Q560998,Shri Dattathreya Ramachandra Kaprekar,http://planetmath.org/shridattathreyaramachandrakaprekar,R. D. Kaprekar
Q1199602,shunting yard algorithm,http://planetmath.org/shuntingyardalgorithm,Shunting yard algorithm
Q748968,Sidon set,http://planetmath.org/sidonset,Sidon sequence
Q177898,sieve of Eratosthenes,http://planetmath.org/sieveoferatosthenes,Sieve of Eratosthenes
